article_id,score
884,0.09861409
885,0.15984109
886,0.07521938
895,0.5940678
897,0.056562807
902,0.111844
906,0.18156803
916,0.01834932
919,0.02306956
928,0.044178404
931,0.16727266
932,0.00013838294
934,0.15910824
935,0.23838858
937,0.007082857
938,0.4107953
945,0.07147956
950,0.16573012
954,0.10973698
965,0.054461163
967,0.15605494
969,0.2159178
972,0.19647743
975,0.0005857833
977,0.030214699
981,0.15013762
991,0.013409978
993,0.0048459684
998,0.013839561
1001,0.29065254
1007,0.03754234
1008,0.14128725
1011,0.13186793
1014,0.06054223
1017,0.082859054
1022,0.0077533796
1025,0.0485872
1027,0.09866567
1035,0.24697605
1036,0.047512997
1049,0.10685226
1051,0.006573126
1068,0.078768834
1070,0.18638794
1073,0.3641505
1075,0.1624109
1082,0.14921685
1083,0.10454199
1086,0.106101684
1087,0.19895777
1094,0.0035928565
1102,0.026503645
1108,0.024805218
1111,0.12906618
1121,0.15214911
1124,0.30385894
1137,0.10818539
1138,0.11569755
1139,0.10788501
1142,0.052495696
1146,0.09151623
1149,0.14710562
1151,0.22633138
1153,0.10237438
1155,0.050906055
1158,0.13442127
1159,0.034861468
1164,0.13513203
1165,0.08752918
1169,0.14341916
1181,0.07807848
1186,0.010441017
1187,0.04624704
1189,0.0023683447
1195,0.017977983
1197,0.071173124
1198,0.17725347
1203,0.1894283
1211,0.04749237
1212,0.47754213
1213,0.45246592
1214,0.23832507
1216,0.048921492
1219,0.1667428
1236,0.11913503
1240,0.1681853
1241,0.07642741
1243,0.14444794
1246,0.01821967
1254,0.03503337
1260,0.05025763
1265,0.0147694135
1267,0.14108767
1268,0.431711
1270,0.22092599
1274,0.07725381
1275,0.08707983
1283,0.107513495
1284,0.023629583
1287,0.0082915425
1293,0.13869484
1296,0.0054782117
1297,0.08720376
1300,0.012695275
1303,0.0054813996
1304,0.16705094
1310,0.09982847
1311,0.058502458
1315,0.030345222
1319,0.20566522
1328,0.16247886
1332,0.055221662
1333,0.13875067
1335,0.05608983
1340,0.042267296
1341,0.014304708
1347,0.06447459
1348,0.014896529
1350,0.039354358
1355,0.16324504
1362,0.06696072
1365,0.05705227
1367,0.088873416
1370,0.14189008
1376,0.18860802
1381,0.22539112
1383,0.21361326
1386,0.111286044
1389,0.2002001
1391,0.16952494
1395,0.20018812
1397,0.008509242
1398,0.06954791
1403,0.019248055
1407,0.15096882
1410,0.0442264
1418,0.02910581
1419,0.13652274
1422,0.12857781
1426,0.24987532
1427,0.05772103
1428,0.026851457
1435,0.07495097
1438,0.07785291
1445,0.15489201
1447,0.07599821
1452,0.019496571
1453,0.03215465
1455,0.021918418
1456,0.024126217
1457,0.12682976
1458,0.122333646
1459,0.056791127
1461,0.0992291
1463,0.10276265
1464,0.030611433
1467,0.086479604
1473,0.06237742
1474,0.19845706
1478,0.036822498
1483,0.043063186
1485,0.08243007
1487,0.0042768437
1488,0.025931789
1494,0.20999183
1516,0.09312845
1517,0.09931808
1526,0.19786207
1528,0.050533973
1541,0.049180597
1542,0.025348173
1548,0.045038044
1553,0.22913583
1564,0.22212054
1566,0.095581256
1567,0.04580167
1571,0.16752055
1576,0.009153896
1581,0.10373558
1589,0.045178913
1590,0.5206002
1593,0.017821364
1594,0.086874574
1595,0.2507586
1596,0.03845658
1598,0.1704903
1616,0.20072967
1617,0.2016057
1627,0.08575606
1636,0.081301376
1639,0.07755706
1643,0.117844656
1645,0.10206399
1647,0.013394537
1654,0.1343368
1655,0.19073573
1659,0.0077028824
1665,0.061450213
1667,0.13964736
1680,0.13259505
1682,0.13469166
1685,0.013822456
1687,0.2566755
1696,0.15781456
1699,0.10393336
1701,0.0012747811
1704,0.15189171
1731,0.10957739
1732,0.2846232
1734,0.18891403
1739,0.056762364
1742,0.19860297
1745,0.077506766
1746,0.22466135
1747,0.11349488
1754,0.016292248
1760,0.037684612
1767,0.0061426633
1772,0.0074482677
1780,0.039721698
1789,0.11454268
1792,0.23133203
1796,0.7945252
1797,0.053686745
1805,0.07181458
1806,0.09748427
1810,0.0034485904
1813,0.020725317
1819,0.10829608
1821,0.16518877
1828,0.13916184
1837,0.037479993
1839,0.13685852
1845,0.0980856
1848,0.16099414
1850,0.026012257
1853,0.031690277
1856,0.05468226
1860,0.12657347
1862,0.14756787
1868,0.07286975
1870,0.041598935
1871,0.15382542
1872,0.11350212
1874,0.12572473
1875,0.30756924
1878,0.015976205
1879,0.18075669
1880,0.031629574
1889,0.2562265
1892,0.046331644
1896,0.074313074
1897,0.06391257
1900,0.080847114
1903,0.053322118
1906,0.09356678
1909,0.17923295
1926,0.037740316
1931,0.099744424
1932,0.0956702
1934,0.28414598
1936,0.21505024
1940,0.07810669
1944,0.066917375
1946,0.10720068
1947,0.19083206
1948,0.23983756
1951,0.26392457
1955,0.15611371
1956,0.06073362
1957,0.008021007
1959,0.0035645796
1962,0.027447755
1965,0.08537077
1966,0.03907503
1971,0.116954796
1973,0.080866344
1977,0.19079234
1983,0.19927742
1984,0.008437054
1988,0.057211332
1989,0.13127768
1991,0.17162824
1992,0.13601285
1993,0.15415196
1994,0.048038166
1995,0.10742522
1998,0.21951006
2005,0.17754501
2006,0.015232092
2011,0.09783376
2016,0.4119106
2017,0.16406377
2020,0.12452531
2033,0.11345162
2034,0.052538414
2037,0.038416706
2038,0.040999707
2040,0.13823965
2042,0.28927112
2046,0.21322995
2047,0.009568022
2055,0.0391638
2060,0.042578936
2063,0.22712716
2065,0.1615548
2066,0.07185604
2068,0.21182063
2077,0.20530497
2085,0.16236
2090,0.19300947
2100,0.23199588
2101,0.22356623
2109,0.09389948
2111,0.060897447
2112,0.14136016
2121,0.12427187
2122,0.21245964
2129,0.23223998
2131,0.17155996
2134,0.060378768
2135,0.15832932
2138,0.20440578
2147,0.006792405
2149,0.096900694
2150,0.034817852
2153,0.5758009
2156,0.011900319
2161,0.005420477
2163,0.2347271
2165,0.011063303
2168,0.031349093
2171,0.08032439
2175,0.14770903
2177,0.09971749
2184,0.10624726
2186,0.061462037
2187,0.1903401
2196,0.017841082
2200,0.056611385
2203,0.08761172
2212,0.14348489
2213,0.18957993
2221,0.08001379
2222,0.014449311
2224,0.3673251
2228,0.0095643755
2234,0.04397581
2240,0.22909206
2250,0.13362658
2251,0.14761615
2254,0.0788675
2256,0.14326622
2263,0.21654284
2269,0.086945444
2274,0.18215987
2282,0.11385515
2286,0.2505041
2289,0.02290492
2290,0.1282166
2294,0.020342363
2306,0.028736196
2308,0.03856928
2310,0.0067042657
2312,0.09525605
2317,0.19003886
2318,0.03560405
2319,0.10821785
2323,0.24426587
2324,0.106438585
2335,0.25519654
2338,0.21964051
2345,0.2413735
2346,0.020584457
2351,0.45022252
2353,0.08276796
2357,0.5932015
2360,0.06295932
2361,0.17865866
2371,0.039370514
2373,0.01041193
2374,0.0069515225
2377,0.07183286
2383,0.10195587
2389,0.11667463
2397,0.16439933
2400,0.1343276
2402,0.037888475
2408,0.030262576
2412,0.010950669
2414,0.13300285
2419,0.054527286
2421,0.064377196
2425,0.24714375
2427,0.18904488
2438,0.04445734
2439,0.07225129
2442,0.27764073
2444,0.025809765
2449,0.0966392
2452,0.08528929
2453,0.14863491
2457,0.012883835
2459,0.05953203
2469,0.21745999
2478,0.29101008
2489,0.1416561
2494,0.13111681
2495,0.010760153
2500,0.04797502
2504,0.21782781
2505,0.044452596
2508,0.061566122
2511,0.033976063
2512,0.15259448
2517,0.04139064
2518,0.0016790207
2522,0.17209658
2524,0.014487095
2526,0.17197025
2532,0.1446824
2540,0.15865703
2545,0.2487944
2547,0.04186446
2557,0.043015443
2561,0.04980284
2563,0.08141765
2566,0.16380602
2568,0.04677985
2569,0.27040687
2570,0.103824645
2571,0.17771237
2572,0.06485504
2577,0.05397094
2581,0.17129259
2583,0.103807434
2587,0.18401727
2595,0.09785986
2597,0.1882808
2612,0.027782803
2613,0.1531346
2614,0.30130494
2616,0.0632592
2617,0.31835994
2618,0.27798977
2623,0.08383358
2624,0.0062367716
2641,0.10309516
2643,0.2511081
2646,0.13080612
2663,0.27419516
2664,0.007208566
2666,0.01562045
2669,0.23554444
2672,0.21759409
2676,0.30600834
2678,0.22535849
2686,0.06083154
2689,0.04608878
2690,0.06078255
2698,0.042963482
2703,0.05348519
2705,0.24252558
2709,0.019713778
2710,0.091095045
2716,0.15114458
2721,0.11651495
2723,0.028498795
2725,0.051943418
2729,0.06538003
2730,0.07364084
2734,0.16141842
2737,0.15781128
2740,0.16469404
2749,0.014381978
2750,0.17356606
2754,0.078750625
2761,0.27114606
2762,0.032013632
2763,0.03518882
2768,0.012495616
2770,0.12838626
2771,0.13502836
2772,0.06707858
2781,0.19519171
2783,0.007477222
2784,0.068208955
2788,0.012447485
2790,0.15057182
2791,0.35393193
2792,0.55238354
2795,0.04068593
2796,0.15956092
2797,0.017368264
2807,0.04243965
2815,0.27531382
2816,0.018321635
2817,0.45843035
2820,0.13272718
2821,0.12912671
2827,0.0020341566
2830,0.113916375
2833,0.009772403
2846,0.025140714
2854,0.14360714
2856,0.044174448
2860,0.14922023
2866,0.02543506
2869,0.031498622
2870,0.091578506
2879,0.14215724
2881,0.024998123
2882,0.06450222
2892,0.066737086
2893,0.23440804
2896,0.22191176
2899,0.20579141
2905,0.32701716
2907,0.03441041
2910,0.083870396
2911,0.19345924
2930,0.07611439
2932,0.025727272
2936,0.16250767
2937,0.17430621
2939,0.09403485
2942,0.039474197
2951,0.2788015
2955,0.029596645
2958,0.15755695
2961,0.06276261
2964,0.18141393
2969,0.059625763
2971,0.24162064
2973,0.18421192
2976,0.19897348
2977,0.1864
2981,0.103505634
2989,0.046843957
2992,0.24771152
2998,0.12217408
3003,0.10485831
3005,0.30289087
3010,0.2470991
3013,0.0032850679
3017,0.03089289
3018,0.015354286
3023,0.32395038
3043,0.14962995
3046,0.314181
3053,0.053144313
3058,0.09926233
3059,0.024481555
3061,0.12993623
3067,0.16368477
3069,0.1457983
3072,0.16315217
3077,0.04138629
3078,0.15537016
3085,0.019911703
3086,0.1879097
3089,0.01603704
3090,0.029688004
3092,0.22819084
3093,0.13102357
3095,0.08914219
3096,0.07555265
3097,0.12489628
3100,0.25623247
3107,0.06737513
3108,0.1835492
3109,0.17838544
3114,0.022024853
3121,0.15831628
3132,0.2687159
3135,0.11218121
3137,0.016461596
3140,0.1862657
3145,0.010261129
3146,0.009448473
3152,0.18480016
3153,0.11361164
3158,0.11320136
3159,0.030400144
3160,0.013326037
3162,0.16433355
3175,0.10834486
3178,0.22677405
3180,0.25288606
3184,0.24823335
3185,0.041387852
3186,0.17386107
3188,0.10404011
3190,0.09941986
3193,0.05545157
3196,0.096833944
3199,0.009853405
3200,0.08226968
3201,0.013665495
3202,0.156963
3203,0.0059528886
3206,0.061887916
3208,0.0098745255
3209,0.16413115
3211,0.1240927
3214,0.16464749
3220,0.22696629
3228,0.05390803
3232,0.246031
3234,0.060078945
3240,0.038410943
3241,0.05808965
3246,0.073941074
3265,0.117682174
3278,0.13354297
3279,0.025828756
3281,0.051517256
3283,0.054546237
3285,0.27104816
3287,0.035621252
3288,0.12128
3292,0.09867463
3293,0.1133339
3300,0.06653771
3301,0.31725708
3309,0.167317
3312,0.11388528
3317,0.18681449
3322,0.12545355
3328,0.012656736
3341,0.14649385
3347,0.39233193
3348,0.18640397
3357,0.029350637
3359,0.27057135
3362,0.21408926
3363,0.022750812
3366,0.005449091
3368,0.12822297
3370,0.16787659
3375,0.08307198
3378,0.20186327
3384,0.16783811
3387,0.15898886
3388,0.23162735
3394,0.03353422
3403,0.2172836
3412,0.035575546
3413,0.035649344
3417,0.05986368
3421,0.17663842
3422,0.1519051
3424,0.387015
3432,0.071383774
3433,0.039481997
3435,0.12731107
3436,0.20113118
3440,0.25238416
3442,0.026465464
3449,0.093853414
3450,0.11140478
3453,0.00930587
3455,0.05720291
3458,0.0834917
3460,0.052607257
3462,0.006837538
3465,0.09928378
3484,0.111393526
3499,0.17379788
3502,0.24218175
3504,0.60812145
3507,0.029305149
3510,0.1769087
3511,0.047342338
3516,0.008002279
3520,0.053092293
3521,0.5597004
3526,0.12881586
3528,0.13225034
3529,0.25268272
3539,0.06308921
3551,0.10577793
3556,0.075794704
3558,0.11024417
3561,0.22364159
3572,0.115697056
3573,0.061937902
3574,0.0528287
3577,0.07665697
3581,0.24867646
3583,0.52129567
3584,0.009772499
3587,0.1710545
3591,0.23619185
3592,0.1459505
3593,0.080296844
3594,0.038003072
3595,0.110938564
3599,0.10141937
3605,0.017719764
3606,0.1453619
3618,0.1780971
3624,0.00980077
3631,0.09704348
3634,0.0132032065
3636,0.035901483
3637,0.03244781
3638,0.044518176
3639,0.14350773
3640,0.07607227
3648,0.13776496
3659,0.13468447
3660,0.055024922
3661,0.08456238
3666,0.16274187
3670,0.36656436
3689,0.33448207
3693,0.14302039
3697,0.22884275
3700,0.014326475
3709,0.05524639
3714,0.2304164
3715,0.046493467
3721,0.13246107
3722,0.09898829
3725,0.015375965
3728,0.17247616
3732,0.1978356
3740,0.16442852
3742,0.057804234
3743,0.17088565
3747,0.057651464
3751,0.092498295
3752,0.25872228
3753,0.16836174
3755,0.15298878
3767,0.16015862
3771,0.071837455
3775,0.024432054
3782,0.1221259
3784,0.24070174
3787,0.2065316
3789,0.20276524
3793,0.002958273
3795,0.027408274
3801,0.022726245
3809,0.10945021
3812,0.1679633
3817,0.14475457
3821,0.11729929
3829,0.07849067
3833,0.008846205
3837,0.027872697
3841,0.025458261
3845,0.02171993
3855,0.20460337
3856,0.12747802
3860,0.13477069
3869,0.08407866
3884,0.05004382
3886,0.24714836
3889,0.14312461
3896,0.17985636
3898,0.12860896
3901,0.1764544
3905,0.030546123
3906,0.17927168
3917,0.21374731
3919,0.17680416
3920,0.19875641
3921,0.030871086
3922,0.06872271
3927,0.0607755
3929,0.09208311
3930,0.09620378
3932,0.13857986
3935,0.14003085
3941,0.03505231
3944,0.25641808
3961,0.07774984
3962,0.117179506
3963,0.09340537
3965,0.013286946
3966,0.149716
3970,0.16124752
3975,0.13171758
3978,0.025585188
3979,0.11339175
3983,0.22929955
3994,0.36081395
4000,0.0887058
4001,0.018696006
4007,0.06759826
4011,0.09429221
4013,0.120820045
4016,0.22075854
4023,0.033192076
4031,0.066710554
4033,0.04605931
4038,0.23893197
4041,0.1792465
4044,0.3336126
4045,0.16918296
4049,0.06281973
4059,0.18996209
4060,0.05760659
4062,0.094822764
4063,0.06285903
4071,0.016091855
4073,0.017448245
4077,0.029197045
4084,0.23148412
4085,0.027967768
4090,0.10458012
4095,0.13791405
4097,0.0111877965
4101,0.11244396
4102,0.15821368
4109,0.10139846
4110,0.023513148
4121,0.07933876
4128,0.21698703
4135,0.015075092
4147,0.32697135
4150,0.026883248
4153,0.08796941
4155,0.0054212124
4160,0.06049881
4163,0.044361904
4168,0.09325774
4177,0.006006824
4178,0.19440268
4181,0.05950267
4182,0.47550973
4190,0.088838294
4191,0.003523112
4193,0.07024763
4200,0.2436663
4201,0.08472106
4203,0.31139225
4205,0.036776852
4211,0.05243695
4213,0.23332058
4216,0.16792479
4218,0.020666607
4219,0.013344797
4220,0.110103585
4224,0.19178589
4227,0.1724807
4228,0.15735687
4232,0.10223547
4239,0.17192706
4241,0.3813307
4242,0.039667387
4244,0.12161153
4245,0.0911903
4246,0.122813925
4248,0.23709816
4251,0.18674594
4256,0.021879481
4257,0.081518985
4263,0.16603523
4270,0.005623699
4271,0.22711231
4272,0.23457058
4275,0.04925918
4283,0.0074053765
4294,0.31959727
4295,0.22374861
4306,0.21281081
4314,0.4719679
4316,0.10104344
4321,0.21172132
4323,0.15284964
4327,0.22106102
4332,0.29640955
4334,0.099991515
4336,0.2294576
4337,0.021906305
4348,0.21010453
4354,0.1322945
4358,0.21250232
4359,0.060217977
4360,0.1345702
4361,0.24409744
4363,0.11808495
4372,0.12055021
4375,0.20076899
4381,0.12827446
4382,0.21265763
4390,0.13687658
4392,0.085451715
4397,0.081469744
4399,0.06385355
4407,0.10639333
4408,0.025388883
4413,0.23536913
4416,0.039556075
4417,0.676029
4427,0.24907036
4428,0.073045656
4429,0.11749893
4434,0.029499872
4437,0.26948822
4444,0.008962067
4445,0.18541187
4448,0.004631949
4451,0.102072395
4453,0.1081661
4462,0.09729015
4463,0.05064774
4483,0.08636989
4485,0.047352128
4486,0.09422734
4487,0.11176681
4488,0.048049342
4494,0.1550524
4499,0.14236782
4501,0.2149853
4504,0.014708055
4505,0.07597214
4508,0.18600598
4515,0.038085658
4516,0.029462593
4524,0.018312648
4525,0.18434261
4546,0.071196295
4547,0.23333131
4548,0.07857122
4554,0.0014414268
4556,0.10973377
4557,0.1828093
4566,0.16213399
4571,0.28583327
4573,0.0684057
4576,0.05488679
4584,0.16175786
4585,0.085414775
4597,0.10224044
4602,0.13944912
4604,0.06092764
4608,0.17309104
4609,0.002799082
4618,0.24419793
4639,0.18523778
4640,0.13149759
4642,0.041638393
4643,0.1710015
4647,0.5614786
4651,0.06871581
4654,0.16670428
4655,0.07523698
4657,0.009149364
4664,0.32885346
4666,0.06074528
4670,0.19933824
4671,0.06622295
4674,0.04192454
4677,0.06288832
4688,0.15122774
4691,0.14661972
4692,0.017975366
4693,0.09385456
4694,0.18248259
4695,0.16736078
4697,0.07652164
4699,0.1494662
4708,0.19887668
4711,0.15825999
4714,0.20370315
4718,0.076510504
4725,0.25021586
4730,0.0106874835
4741,0.040814184
4746,0.04080939
4749,0.076659895
4750,0.15607117
4751,0.12909843
4752,0.19924793
4754,0.12605464
4756,0.047832243
4757,0.1929071
4758,0.05025887
4761,0.14153768
4770,0.028291138
4776,0.011267381
4784,0.0011620291
4789,0.07227333
4791,0.093930475
4800,0.051682074
4816,0.1767016
4821,0.25302428
4822,0.036487587
4823,0.053719934
4835,0.01492911
4838,0.058286753
4839,0.17613846
4845,0.092597626
4847,0.014363968
4855,0.2948583
4861,0.045887608
4866,0.078266144
4874,0.2000383
4879,0.0651513
4882,0.044718504
4883,0.24694838
4884,0.017289655
4892,0.094839
4902,0.04058881
4904,0.018868115
4914,0.16474412
4916,0.09040761
4918,0.089860454
4926,0.15124865
4936,0.20424327
4944,0.08387178
4945,0.020632748
4948,0.059301868
4951,0.0076250522
4952,0.0856046
4957,0.20017424
4959,0.025117561
4960,0.025419828
4962,0.22448942
4963,0.013500612
4971,0.31822532
4972,0.23783393
4973,0.0238928
4981,0.2720177
4983,0.0243479
4985,0.075541124
4988,0.03843462
4998,0.12795953
5005,0.036017723
5007,0.19831723
5009,0.04514504
5010,0.09794617
5011,0.15848453
5015,0.111978896
5017,0.0140190795
5020,0.19229066
5022,0.04823944
5024,0.030760603
5026,0.48615935
5031,0.38557795
5032,0.1351743
5036,0.11579359
5037,0.08908363
5039,0.137581
5040,0.19893587
5041,0.5862011
5044,0.17608246
5047,0.022858737
5050,0.18660557
5054,0.021260476
5063,0.0023636508
5067,0.039579004
5068,0.02742586
5070,0.14661966
5071,0.27069512
5082,0.111155644
5083,0.19246952
5093,0.118532166
5096,0.034564067
5098,0.04311017
5100,0.22930577
5102,0.06455146
5103,0.16967751
5106,0.330021
5109,0.38551763
5113,0.13536306
5121,0.025851436
5130,0.04467495
5133,0.020387609
5136,0.2273964
5140,0.051236425
5144,0.2488376
5145,0.047244992
5148,0.025339719
5152,0.104514755
5156,0.06880735
5158,0.12948702
5163,0.06913053
5166,0.0896601
5171,0.17738883
5177,0.062093902
5180,0.16276802
5181,0.068430275
5183,0.05203668
5184,0.1005734
5185,0.20248023
5188,0.2365738
5195,0.100133196
5200,0.008656363
5204,0.013281514
5206,0.12297266
5209,0.25698102
5211,0.18531522
5230,0.07771575
5231,0.09709036
5236,0.13164338
5245,0.19109268
5248,0.24011384
5249,0.08349926
5251,0.019395588
5257,0.1632429
5259,0.10298702
5262,0.3736453
5268,0.10374687
5274,0.07049842
5281,0.14660184
5289,0.07664664
5290,0.21740222
5293,0.18348859
5302,0.34973115
5308,0.0698211
5310,0.028584136
5311,0.016813189
5313,0.04623375
5318,0.019619865
5319,0.27305457
5327,0.077227406
5331,0.17970671
5333,0.041975763
5334,0.12042204
5339,0.05105525
5341,0.13800928
5359,0.08030986
5360,0.11902354
5367,0.091352925
5368,0.15721214
5376,0.07215913
5380,0.09348039
5381,0.116310835
5383,0.18906051
5395,0.2758647
5399,0.20816723
5400,0.06749056
5411,0.05234498
5415,0.24462968
5417,0.13546754
5418,0.037191156
5423,0.0048999316
5424,0.13269345
5429,0.20080541
5431,0.22867171
5434,0.15602826
5436,0.13540466
5438,0.19359122
5447,0.12859178
5449,0.64432746
5467,0.17174701
5468,0.23913187
5473,0.083498396
5478,0.07949214
5492,0.088726774
5494,0.042776965
5496,0.13057016
5501,0.19742003
5504,0.22928226
5507,0.038014468
5508,0.24777424
5511,0.045552123
5516,0.025402728
5523,0.268299
5524,0.18469855
5528,0.02347129
5531,0.16058154
5534,0.08282325
5537,0.09778907
5540,0.006496013
5542,0.051087137
5545,0.068946145
5546,0.1384551
5547,0.013985005
5548,0.22991738
5549,0.10709248
5554,0.05866947
5562,0.04557568
5568,0.109827064
5571,0.21632053
5582,0.0817435
5585,0.071925685
5586,0.085607186
5596,0.03369341
5597,0.17973663
5599,0.0786653
5601,0.077423975
5606,0.116274305
5611,0.26054075
5614,0.2538974
5615,0.032813378
5619,0.1336775
5620,0.020063078
5623,0.14280753
5631,0.016833402
5634,0.4773965
5646,0.2111839
5647,0.09147455
5649,0.03785186
5653,0.18561
5657,0.33568045
5663,0.009754254
5664,0.11095869
5666,0.07760681
5674,0.17451903
5675,0.30613127
5680,0.18632641
5681,0.107049875
5685,0.26665613
5686,0.061849777
5689,0.1063909
5691,0.09900871
5693,0.049711756
5695,0.0563315
5697,0.07754027
5698,0.17390582
5699,0.095585465
5700,0.023545139
5703,0.022411514
5705,0.028973665
5707,0.261739
5709,0.10030135
5711,0.093243204
5717,0.23927209
5721,0.016556988
5722,0.014542822
5724,0.027417848
5731,0.04762962
5736,0.0726538
5737,0.12369267
5741,0.10253405
5742,0.48958
5743,0.23626165
5744,0.22060402
5748,0.21895376
5753,0.04207064
5756,0.25690955
5761,0.2106107
5767,0.09552404
5775,0.23382942
5776,0.0035174917
5777,0.014182709
5786,0.009497651
5790,0.018923396
5800,0.15686548
5806,0.067862876
5808,0.17221527
5810,0.18156323
5811,0.20355946
5820,0.20150782
5824,0.21274838
5828,0.09171053
5832,0.22698042
5833,0.03689718
5834,0.15820275
5836,0.19451231
5841,0.1335286
5842,0.26789886
5845,0.16870882
5846,0.04440045
5849,0.07192629
5854,0.037735615
5862,0.01683103
5864,0.03880211
5865,0.03259753
5873,0.16116196
5874,0.1982962
5881,0.04638756
5882,0.075444244
5884,0.06399796
5885,0.08428694
5887,0.18671875
5895,0.20638499
5898,0.33169776
5904,0.15522537
5909,0.2880041
5913,0.20478372
5915,0.15776281
5918,0.13745268
5925,0.19746876
5926,0.095025286
5928,0.24956487
5937,0.044666804
5938,0.05277391
5943,0.021585403
5944,0.09482995
5945,0.18641287
5946,0.15113029
5962,0.14803354
5963,0.21512477
5964,0.1633216
5966,0.3057616
5967,0.044781793
5969,0.104593284
5974,0.034126103
5980,0.029651579
5987,0.11442626
5990,0.12405003
5994,0.10551971
5995,0.0016224572
6002,0.21720375
6003,0.2068808
6004,0.19698067
6008,0.11163258
6011,0.16298205
6019,0.13156381
6020,0.091514185
6022,0.04781305
6030,0.041450486
6034,0.16827059
6040,0.07846898
6042,0.3111762
6044,0.057071194
6047,0.12311661
6054,0.079960376
6055,0.076343514
6057,0.02280418
6061,0.10691153
6074,0.014685849
6075,0.08006988
6076,0.16132095
6078,0.043769713
6083,0.1313549
6085,0.11512177
6086,0.1569048
6111,0.05986329
6112,0.30358842
6113,0.2595231
6115,0.25121075
6116,0.20749813
6127,0.1951684
6131,0.059954662
6133,0.190997
6135,0.11515198
6140,0.15058264
6145,0.12994267
6148,0.25383285
6151,0.05915605
6153,0.039763752
6158,0.003354811
6161,0.016491678
6165,0.17518598
6167,0.102745436
6173,0.04090934
6174,0.27433816
6175,0.09149202
6179,0.08349055
6180,0.03977565
6182,0.20780212
6183,0.09025354
6192,0.015286029
